# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.10.0
#@/tick	116448
#@/user_id	desktop
a 	啊	c=174 d=2.53214 t=116448
yuan dan hou 	元旦後	c=1 d=1.12059e-104 t=116448
yuan di 	原地	c=7 d=1.28286e-48 t=116448
yuan dian 	原點	c=2 d=1.94795e-08 t=116448
yuan gong 	員工	c=5 d=3.51501e-24 t=116448
yuan lai 	原來	c=8 d=0.00759525 t=116448
yuan li 	原理	c=7 d=1.67589 t=116448
yuan ma 	源碼	c=13 d=6.46392e-114 t=116448
yuan meng 	源夢	c=1 d=2.33735e-106 t=116448
yuan nei rong 	源內容	c=1 d=2.38351e-42 t=116448
yuan shen 	元神	c=3 d=2.72413e-47 t=116448
yuan sheng 	原生	c=2 d=1.13392e-08 t=116448
yuan sheng tai 	原生態	c=1 d=1.83558e-204 t=116448
yuan shi 	原始	c=12 d=7.94909e-27 t=116448
yuan shi biao 	原始表	c=3 d=1.32223e-26 t=116448
yuan shu 	爰书	c=3 d=3.48693e-106 t=116448
yuan su 	元素	c=30 d=2.4265e-37 t=116448
yuan tu 	原圖	c=2 d=1.27407e-26 t=116448
yuan wang 	願望	c=1 d=0.532591 t=116448
yuan wen 	原文	c=1 d=4.44242e-161 t=116448
yuan xiao 	元宵	c=2 d=1.67703e-18 t=116448
yuan yang 	鸳鸯	c=1 d=7.25591e-227 t=116448
yuan yi 	園藝	c=1 d=2.8758e-45 t=116448
yuan yi 	願意	c=1 d=1.8544e-177 t=116448
yuan yin 	原因	c=51 d=1.99958e-05 t=116448
yuan ying 	元嬰	c=10 d=6.39584e-37 t=116448
yuan you 	原有	c=13 d=0.000407691 t=116448
yuan yuan 	遠遠	c=1 d=2.79757e-191 t=116448
yuan ze 	原則	c=1 d=6.56403e-107 t=116448
yuan zu 	元組	c=2 d=4.60381e-43 t=116448
yue 	悅	c=6 d=1.48747e-192 t=116448
yue 	月	c=53 d=3.05033 t=116448
yue 	約	c=7 d=4.43605e-56 t=116448
yue 	越	c=2 d=0.711771 t=116448
yue bing 	月餅	c=1 d=0.927743 t=116448
yue chu 	約出	c=1 d=1.03817e-117 t=116448
yue de 	月的	c=1 d=4.5726e-236 t=116448
yue deng yu 	約等於	c=2 d=2.86139e-221 t=116448
yue du 	閱讀	c=7 d=0.937067 t=116448
yue dui 	樂隊	c=1 d=4.12607e-233 t=116448
yue dui 	越對	c=1 d=4.61305e-222 t=116448
yue duo 	越多	c=1 d=3.2533e-143 t=116448
yue fen 	月份	c=7 d=3.73618e-36 t=116448
yue hai 	粵海	c=1 d=7.60047e-214 t=116448
yue jie 	越界	c=1 d=3.98616e-92 t=116448
yue liang 	月亮	c=2 d=3.25596e-32 t=116448
yue mo 	月末	c=2 d=0.782704 t=116448
yue nan 	越南	c=3 d=1.9042 t=116448
yue nan luo li 	越南蘿莉	c=1 d=0.970446 t=116448
yue tuan 	樂團	c=1 d=3.88579e-233 t=116448
yue tuo 	越拖	c=1 d=0.70822 t=116448
yue ya 	月牙	c=1 d=3.29605e-32 t=116448
yue ya mian 	月牙面	c=0 d=4.05149e-49 t=116448
yue zu dai pao 	越俎代庖	c=1 d=2.3356e-09 t=116448
yun 	暈	c=4 d=1.04776e-33 t=116448
yun 	雲	c=11 d=0.937067 t=116448
yun dong 	運動	c=1 d=4.71292e-33 t=116448
yun fu wu 	雲服務	c=1 d=0.923117 t=116448
yun han shu 	暈函數	c=1 d=4.22819e-109 t=116448
yun pan 	雲盤	c=1 d=9.01223e-189 t=116448
yun qi 	運氣	c=3 d=0.40657 t=116448
yun shan fu 	云闪付	c=2 d=1.01626e-35 t=116448
yun shu 	運數	c=1 d=0.273898 t=116448
yun xing 	運行	c=21 d=0.882496 t=116448
yun xu 	允許	c=18 d=6.23707e-06 t=116448
yun ying 	運營	c=23 d=1.72825e-16 t=116448
za 	咋	c=10 d=0.463013 t=116448
za 	雜	c=2 d=5.78916e-92 t=116448
za men 	咱們	c=1 d=2.08428e-52 t=116448
za wu 	雜物	c=3 d=0.182377 t=116448
za xian 	咋先	c=1 d=1.50202e-80 t=116448
za yang 	咋樣	c=5 d=4.03347e-25 t=116448
za yong 	咋用	c=1 d=1.22838e-155 t=116448
zai 	仔	c=1 d=1.55954e-81 t=116448
zai 	再	c=317 d=2.63043 t=116448
zai 	在	c=923 d=8.55366 t=116448
zai 	灾	c=1 d=0.219808 t=116448
zai 	載	c=4 d=0.941765 t=116448
zai chang 	在場	c=1 d=9.73533e-244 t=116448
zai chu 	再出	c=1 d=1.14314e-15 t=116448
zai ci 	再次	c=7 d=3.94823e-09 t=116448
zai gao 	在搞	c=1 d=2.62188e-222 t=116448
zai hui lai 	再回來	c=1 d=1.37849e-41 t=116448
zai jia 	在家	c=3 d=0.245367 t=116448
zai jian 	再見	c=1 d=0.67368 t=116448
zai kai hui 	在開會	c=1 d=2.94593e-240 t=116448
zai kan 	再看	c=4 d=3.90682e-32 t=116448
zai kan 	在看	c=1 d=4.98771e-82 t=116448
zai le 	在了	c=3 d=5.63357e-44 t=116448
zai nei 	在內	c=1 d=1.24046e-35 t=116448
zai pao 	再跑	c=1 d=7.17807e-159 t=116448
zai qu 	再去	c=1 d=4.90876e-12 t=116448
zai qun li 	在羣裏	c=1 d=5.37622e-229 t=116448
zai shan tou 	在汕頭	c=1 d=0.535261 t=116448
zai ti 	載體	c=1 d=0.00449405 t=116448
zai wai 	在外	c=1 d=0.21119 t=116448
zai xian 	在線	c=58 d=5.03347 t=116448
zai xiang 	在想	c=1 d=2.26042e-124 t=116448
zai xuan ze 	在選擇	c=1 d=3.39516e-57 t=116448
zai yan zheng 	在驗證	c=1 d=8.14482e-28 t=116448
zai ye 	再也	c=1 d=4.89879e-135 t=116448
zai yi 	在意	c=1 d=0.0763379 t=116448
zai yong 	再用	c=1 d=1.06145e-172 t=116448
zai yong 	在用	c=2 d=2.60177e-14 t=116448
zai yu 	在於	c=3 d=2.04294e-81 t=116448
zai zhe bian 	在這邊	c=1 d=1.74195e-147 t=116448
zai zhe li 	在這裏	c=1 d=6.05582e-12 t=116448
zai zhi 	在職	c=1 d=7.54842e-192 t=116448
zan 	暫	c=5 d=0.337902 t=116448
zan 	讚	c=43 d=4.76029e-33 t=116448
zan cun 	暫存	c=1 d=1.79996e-150 t=116448
zan cun qu 	暫存區	c=5 d=2.58266 t=116448
zan ding 	暫定	c=1 d=4.61964e-180 t=116448
zan guo 	讚過	c=1 d=5.53372e-157 t=116448
zan ju he 	讚聚合	c=1 d=3.59851e-153 t=116448
zan mian ban 	讚面板	c=1 d=2.94982e-138 t=116448
zan shi 	暫時	c=55 d=0.0229371 t=116448
zan ting 	暫停	c=12 d=0.843665 t=116448
zan wu 	暫無	c=1 d=5.18144e-236 t=116448
zang 	髒	c=1 d=1.71882e-78 t=116448
zao 	早	c=13 d=4.15998e-06 t=116448
zao 	澡	c=1 d=7.13521e-118 t=116448
zao 	竈	c=1 d=3.16811e-125 t=116448
zao 	造	c=1 d=8.53111e-220 t=116448
zao cheng 	造成	c=3 d=0.299692 t=116448
zao dao 	遭到	c=1 d=1.29324e-84 t=116448
zao dian 	早點	c=4 d=1.66637e-37 t=116448
zao gao 	糟糕	c=2 d=1.30375e-91 t=116448
zao jiu 	早就	c=3 d=1.53252e-140 t=116448
zao qi 	早期	c=1 d=7.56096e-94 t=116448
zao qi 	早起	c=1 d=7.52325e-94 t=116448
zao ri 	早日	c=2 d=2.49457e-19 t=116448
zao shang 	早上	c=31 d=0.785933 t=116448
zao shang de 	早上的	c=1 d=1.15817e-51 t=116448
zao shang qi lai 	早上起來	c=1 d=2.5566e-102 t=116448
ze 	則	c=3 d=3.796e-17 t=116448
ze 	澤	c=1 d=7.1418e-217 t=116448
ze ne ma 	則呢嗎	c=1 d=1.85212e-45 t=116448
ze ren 	責任	c=1 d=1.43183e-164 t=116448
ze shi 	則是	c=3 d=0.336217 t=116448
ze ze ze ze ze ze ze 	仄仄仄仄仄仄仄	c=0 d=0.183244 t=116448
ze ze ze ze ze ze ze zi zhi ze zhi zhi zhen zheng zheng ze suan zi 	仄仄仄仄仄仄仄自知则知之真正正則算子	c=1 d=0.918512 t=116448
zei 	賊	c=1 d=2.18022e-52 t=116448
zen 	怎	c=1 d=1.83646e-239 t=116448
zen jia 	怎加	c=1 d=2.04259e-79 t=116448
zen me 	怎麼	c=157 d=5.22876 t=116448
zen me bu 	怎麼不	c=1 d=7.0426e-82 t=116448
zen me shuo 	怎麼說	c=1 d=3.71023e-101 t=116448
zeng 	增	c=15 d=6.80077e-16 t=116448
zeng da 	增大	c=2 d=2.79645e-54 t=116448
zeng jia 	增加	c=127 d=0.990505 t=116448
zeng jia ai 	增加矮	c=12 d=1.18019e-08 t=116448
zeng jia ge 	增加個	c=1 d=1.47643e-25 t=116448
zeng jia le 	增加了	c=2 d=1.4963e-94 t=116448
zeng jia you 	增加有	c=1 d=1.5403e-82 t=116448
zeng liang 	增量	c=5 d=8.28711e-114 t=116448
zeng shan 	增刪	c=2 d=2.15676e-13 t=116448
zeng zhang 	增長	c=1 d=1.42478e-106 t=116448
zeng zhi 	增值	c=14 d=3.09397e-23 t=116448
zha 	渣	c=2 d=1.5704e-45 t=116448
zha 	炸	c=3 d=1.81911 t=116448
zha gan 	榨乾	c=1 d=0.980199 t=116448
zha ji 	炸機	c=1 d=0.918512 t=116448
zha ji tui 	炸雞腿	c=1 d=0.501576 t=116448
zha lie 	炸裂	c=1 d=3.52531e-29 t=116448
zha pian 	詐騙	c=1 d=3.10561e-214 t=116448
zhai 	宅	c=1 d=3.5695e-146 t=116448
zhai le 	摘了	c=1 d=0.574072 t=116448
zhan 	佔	c=3 d=1.02368e-40 t=116448
zhan 	展	c=6 d=7.05048e-07 t=116448
zhan 	斬	c=2 d=1.00462e-201 t=116448
zhan 	站	c=15 d=2.55679 t=116448
zhan bei 	佔北	c=1 d=5.57128e-119 t=116448
zhan bi 	佔比	c=35 d=3.68572e-11 t=116448
zhan bie 	站別	c=1 d=1.81311e-118 t=116448
zhan dian 	站點	c=1 d=6.09097e-80 t=116448
zhan dou li 	戰鬥力	c=1 d=8.31394e-152 t=116448
zhan ge 	戰歌	c=1 d=5.36577e-118 t=116448
zhan ji 	展肌	c=1 d=0.501576 t=116448
zhan kai 	展開	c=38 d=1.57154e-06 t=116448
zhan le 	佔了	c=1 d=6.03794e-36 t=116448
zhan shi 	展示	c=198 d=0.835454 t=116448
zhan shi 	戰士	c=1 d=1.12721e-232 t=116448
zhan tie 	粘貼	c=13 d=1.32061e-17 t=116448
zhan wei 	佔位	c=2 d=5.32839e-208 t=116448
zhan xian 	展現	c=3 d=1.34912e-23 t=116448
zhan yong 	佔用	c=5 d=1.82878 t=116448
zhan you 	戰友	c=1 d=7.55123e-167 t=116448
zhan zheng zhi zi 	戰爭之子	c=0 d=0.0918512 t=116448
zhan zheng zhi zi nan nan nv nv ze ze ze ze ze ze ze ze ze ze ze ze ze ze zi zhi ze zhi zhi zhen zheng zheng zai zi zuo zhu zhang ze ze ze ze ze ze ze 	戰爭之子男男女女仄仄仄仄仄仄仄仄仄仄仄仄仄仄自知则知之真正正在自作主張仄仄仄仄仄仄仄	c=1 d=0.923117 t=116448
zhang 	張	c=6 d=2.35987e-13 t=116448
zhang 	漲	c=1 d=0.0987666 t=116448
zhang 	章	c=1 d=0.18452 t=116448
zhang 	長	c=10 d=2.21916e-22 t=116448
zhang de 	長得	c=2 d=9.21017e-33 t=116448
zhang hao 	張皓	c=1 d=2.96019e-238 t=116448
zhang hao 	賬號	c=136 d=1.77844 t=116448
zhang hao ke yi 	賬號可以	c=1 d=2.56522e-24 t=116448
zhang hao ma 	賬號嘛	c=1 d=1.76025e-211 t=116448
zhang hu 	賬戶	c=8 d=1.73179e-137 t=116448
zhang hu de 	賬戶的	c=1 d=9.71882e-224 t=116448
zhang jia hui 	張家輝	c=1 d=0.941765 t=116448
zhang jie 	张节	c=1 d=6.50114e-82 t=116448
zhang wo 	掌握	c=2 d=3.44565e-32 t=116448
zhang yu 	張宇	c=1 d=8.63496e-39 t=116448
zhao 	找	c=135 d=0.00351752 t=116448
zhao 	招	c=1 d=1.12993e-231 t=116448
zhao 	趙	c=8 d=5.02398e-41 t=116448
zhao bu 	找補	c=1 d=9.21368e-155 t=116448
zhao bu chu lai 	找不出來	c=1 d=6.87785e-127 t=116448
zhao bu da 	找不大	c=1 d=3.81648e-139 t=116448
zhao bu dao 	找不到	c=17 d=0.245367 t=116448
zhao chu 	找出	c=13 d=1.2523e-21 t=116448
zhao chu le 	找出了	c=1 d=8.15652e-133 t=116448
zhao da 	找打	c=1 d=0.932394 t=116448
zhao dao 	找到	c=32 d=0.000879058 t=116448
zhao dao le 	找到了	c=11 d=6.71098e-44 t=116448
zhao dao ma 	找到嗎	c=1 d=8.57471e-133 t=116448
zhao de 	找的	c=3 d=1.657e-147 t=116448
zhao fang zi 	找房子	c=1 d=0.634448 t=116448
zhao ge 	找個	c=1 d=2.44319e-127 t=116448
zhao gu 	照顧	c=0 d=2.78875e-243 t=116448
zhao gu hu er 	照顧虎儿	c=1 d=2.80273e-242 t=116448
zhao hou tai 	找後台	c=2 d=2.16397e-111 t=116448
zhao ji 	着急	c=2 d=6.06575e-90 t=116448
zhao le 	找了	c=9 d=2.59075e-111 t=116448
zhao min 	趙敏	c=1 d=0.900324 t=116448
zhao ni 	找你	c=11 d=4.33122e-10 t=116448
zhao pian 	照片	c=8 d=2.02242e-32 t=116448
zhao shang 	招商	c=2 d=3.41344e-32 t=116448
zhao she ji 	找設計	c=1 d=3.20367e-168 t=116448
zhao shu 	招數	c=1 d=9.54674e-161 t=116448
zhao ta men 	趙他們	c=1 d=1.02083e-66 t=116448
zhao wo 	找我	c=4 d=0.67368 t=116448
zhao xia 	诏下	c=3 d=6.51554e-108 t=116448
zhao yi ge 	找一個	c=3 d=3.86008e-155 t=116448
zhao yi xia 	找一下	c=4 d=5.51902e-67 t=116448
zhao zhao 	找找	c=1 d=1.54325e-222 t=116448
zhe 	折	c=3 d=0.386741 t=116448
zhe 	着	c=8 d=1.04365e-32 t=116448
zhe 	者	c=5 d=1.90299e-30 t=116448
zhe 	這	c=157 d=0.624406 t=116448
zhe bi 	這筆	c=1 d=1.14074e-196 t=116448
zhe bian 	這邊	c=348 d=0.418144 t=116448
zhe bian de 	這邊的	c=2 d=1.03328e-241 t=116448
zhe bian shi 	這邊是	c=3 d=1.5457e-35 t=116448
zhe bo 	這波	c=4 d=2.35405e-219 t=116448
zhe bu 	這部	c=7 d=0.180866 t=116448
zhe bu fen 	這部分	c=25 d=0.358797 t=116448
zhe bu fen en 	這部分嗯	c=1 d=1.04963e-11 t=116448
zhe bu fen shu ju 	這部分數據	c=1 d=1.52047e-106 t=116448
zhe bu qing jia 	這部請假	c=1 d=6.30772e-109 t=116448
zhe cai shi 	這纔是	c=1 d=2.89359e-235 t=116448
zhe ci 	這次	c=30 d=0.977307 t=116448
zhe dang 	遮擋	c=5 d=9.0607e-17 t=116448
zhe de 	這的	c=1 d=3.39783e-125 t=116448
zhe die 	摺疊	c=5 d=1.38937e-104 t=116448
zhe dong xi 	這東西	c=2 d=1.03711e-105 t=116448
zhe dou 	這都	c=1 d=2.27702e-210 t=116448
zhe duan 	這段	c=3 d=1.22074e-23 t=116448
zhe duan hua 	這段話	c=1 d=1.34355e-180 t=116448
zhe duan shi jian 	這段時間	c=3 d=8.18101e-227 t=116448
zhe dun 	這頓	c=1 d=2.37187e-102 t=116448
zhe e gao 	赭鹅膏	c=7 d=1.40998e-42 t=116448
zhe er gen 	折耳根	c=1 d=5.91737e-34 t=116448
zhe fang mian 	這方面	c=1 d=3.77132e-146 t=116448
zhe fen 	這份	c=1 d=1.09471e-182 t=116448
zhe gai 	遮蓋	c=1 d=2.25204e-51 t=116448
zhe ge 	這個	c=1375 d=5.42151 t=116448
zhe ge ban ben 	這個版本	c=1 d=1.03461e-106 t=116448
zhe ge bao 	這個包	c=1 d=6.95932e-236 t=116448
zhe ge fan er 	這個反而	c=1 d=9.54828e-16 t=116448
zhe ge jia 	這個價	c=1 d=1.56199e-217 t=116448
zhe ge liang ge 	這個兩個	c=1 d=1.41314e-39 t=116448
zhe ge sai xuan 	這個塞選	c=1 d=8.51453e-109 t=116448
zhe ge shi 	這個是	c=2 d=3.96438e-57 t=116448
zhe ge xu qiu 	這個需求	c=1 d=7.9532e-42 t=116448
zhe ge yue 	這個月	c=1 d=0.524663 t=116448
zhe hui shi 	這回事	c=2 d=1.33008e-91 t=116448
zhe ji ge 	這幾個	c=5 d=0.00031751 t=116448
zhe ji tian 	這幾天	c=9 d=1.33006 t=116448
zhe jian shi 	這件事	c=5 d=0.195929 t=116448
zhe jiang 	浙江	c=2 d=1.12009e-50 t=116448
zhe jiang chao 	浙江潮	c=1 d=5.40238e-51 t=116448
zhe jiu 	這就	c=6 d=6.35204e-15 t=116448
zhe jiu shi 	這就是	c=6 d=1.5045 t=116448
zhe ju 	這局	c=2 d=1.72398e-172 t=116448
zhe ke 	這可	c=1 d=8.70431e-133 t=116448
zhe kuai 	這塊	c=9 d=5.21445e-105 t=116448
zhe kuan 	這款	c=1 d=5.4779e-126 t=116448
zhe le 	這了	c=2 d=9.24412e-135 t=116448
zhe lei 	這類	c=7 d=2.50905e-11 t=116448
zhe li 	這裏	c=839 d=3.40424 t=116448
zhe li de 	這裏的	c=2 d=9.51623e-94 t=116448
zhe li mian 	這裏面	c=8 d=7.21328e-100 t=116448
zhe li mian de 	這裏面的	c=1 d=7.24944e-99 t=116448
zhe li o 	這裏哦	c=2 d=6.51733e-170 t=116448
zhe li shi 	這裏是	c=2 d=2.46923e-44 t=116448
zhe liang 	這兩	c=1 d=4.80322e-21 t=116448
zhe liang bi 	這兩筆	c=1 d=2.32909e-35 t=116448
zhe liang ge 	這兩個	c=41 d=7.84088e-14 t=116448
zhe liang hang 	這两行	c=1 d=3.29461e-115 t=116448
zhe liang tian 	這兩天	c=13 d=0.0224829 t=116448
zhe liang zhong 	這兩種	c=1 d=3.08989e-125 t=116448
zhe me 	這麼	c=71 d=0.618784 t=116448
zhe me da 	這麼大	c=3 d=0.571209 t=116448
zhe me duo 	這麼多	c=3 d=4.07886e-39 t=116448
zhe me gao 	這麼高	c=2 d=4.0213e-107 t=116448
zhe me gui 	這麼貴	c=1 d=2.6742e-131 t=116448
zhe me jiu 	這麼久	c=2 d=4.05162e-19 t=116448
zhe me kuai 	這麼快	c=1 d=0.913931 t=116448
zhe me shen qi 	這麼神奇	c=1 d=2.513e-223 t=116448
zhe me shuo 	這麼說	c=1 d=6.94484e-94 t=116448
zhe me wan 	這麼晚	c=1 d=2.06959e-57 t=116448
zhe me xiang 	這麼想	c=1 d=8.08525e-118 t=116448
zhe me yuan 	這麼遠	c=1 d=1.56433e-117 t=116448
zhe mo 	折磨	c=4 d=2.22473e-126 t=116448
zhe ni 	這你	c=1 d=1.31748e-126 t=116448
zhe nian tou 	這年頭	c=1 d=6.65083e-232 t=116448
zhe pian 	這篇	c=1 d=2.27291e-130 t=116448
zhe qian 	這錢	c=1 d=4.96119e-225 t=116448
zhe shi 	這事	c=2 d=0.463013 t=116448
zhe shi 	這是	c=35 d=2.0847e-25 t=116448
zhe shi bu shi 	這是不是	c=1 d=7.36807e-231 t=116448
zhe shi ge 	這是個	c=1 d=1.43765e-241 t=116448
zhe shou ge 	這首歌	c=1 d=2.82278e-32 t=116448
zhe tao 	這套	c=1 d=1.32013e-179 t=116448
zhe tian 	這天	c=1 d=5.34737e-107 t=116448
zhe tiao 	這條	c=2 d=5.81937e-14 t=116448
zhe wei 	這位	c=2 d=1.29108e-35 t=116448
zhe wo 	這我	c=5 d=1.21424e-19 t=116448
zhe wu bian 	這无编	c=1 d=0.000178665 t=116448
zhe xia 	這下	c=1 d=6.51158e-189 t=116448
zhe xian 	折線	c=11 d=2.20733e-11 t=116448
zhe xian tu 	折线图	c=7 d=8.9771e-21 t=116448
zhe xie 	這些	c=40 d=0.484805 t=116448
zhe xie de 	這些的	c=1 d=0.509157 t=116448
zhe xie ren 	這些人	c=1 d=1.22728e-174 t=116448
zhe xu qiu 	這需求	c=1 d=2.86516e-119 t=116448
zhe yan 	遮掩	c=1 d=3.94868e-216 t=116448
zhe yang 	這樣	c=119 d=0.801575 t=116448
zhe yang cai you 	這樣纔有	c=1 d=2.87319e-240 t=116448
zhe yang de 	這樣的	c=4 d=1.47302e-86 t=116448
zhe yang de hua 	這樣的話	c=2 d=1.3831e-139 t=116448
zhe yang le 	這樣了	c=1 d=0.181773 t=116448
zhe yang shuo 	這樣說	c=1 d=1.14409e-201 t=116448
zhe yang xie 	這樣寫	c=5 d=1.94476e-31 t=116448
zhe yang zi 	這樣子	c=3 d=3.2514e-48 t=116448
zhe yang zuo 	這樣做	c=2 d=5.7088e-53 t=116448
zhe yao 	這要	c=1 d=5.76562e-140 t=116448
zhe ye 	者也	c=2 d=8.81004e-128 t=116448
zhe ye suan 	這也算	c=1 d=0.647264 t=116448
zhe yi 	這一	c=2 d=5.34516e-15 t=116448
zhe yi bo 	這一波	c=1 d=3.30707e-130 t=116448
zhe yi bu fen 	這一部分	c=1 d=1.10143e-107 t=116448
zhe yi da dui 	這一大堆	c=1 d=2.51648e-63 t=116448
zhe yi de 	這一的	c=1 d=5.37195e-14 t=116448
zhe yi dian 	這一點	c=8 d=1.06934e-24 t=116448
zhe yi duan 	這一段	c=2 d=2.37525e-60 t=116448
zhe yi ge 	這一個	c=12 d=5.35166e-41 t=116448
zhe yi kuai 	這一塊	c=5 d=0.00960953 t=116448
zhe yi qi 	這一期	c=1 d=1.03947e-73 t=116448
zhe yi tuo 	這一拖	c=1 d=2.27586e-204 t=116448
zhe yi xie 	這一些	c=1 d=0.0102037 t=116448
zhe ying gai 	這應該	c=1 d=1.11117e-93 t=116448
zhe zhang 	這張	c=3 d=5.17043e-13 t=116448
zhe zhang bu cuo 	這張不錯	c=2 d=1.68383e-32 t=116448
zhe zhang ke yi 	這張可以	c=1 d=8.12794e-33 t=116448
zhe zhang tu pian 	這張圖片	c=1 d=2.44393e-13 t=116448
zhe zhao 	遮罩	c=1 d=5.70534e-134 t=116448
zhe zhong 	折中	c=1 d=4.49773e-42 t=116448
zhe zhong 	這種	c=142 d=0.425463 t=116448
zhe zhong ni 	這種你	c=1 d=5.91435e-28 t=116448
zhe zhou 	這週	c=27 d=1.06321 t=116448
zhe zhou si 	這週四	c=1 d=1.26487e-29 t=116448
zhe zong 	哲宗	c=1 d=8.6265e-145 t=116448
zhei 	這	c=3 d=0.147342 t=116448
zhen 	珍	c=1 d=0.918512 t=116448
zhen 	真	c=31 d=3.53087e-29 t=116448
zhen 	貞	c=1 d=5.06121e-107 t=116448
zhen 	鎮	c=1 d=2.37996e-142 t=116448
zhen bu cuo 	真不錯	c=2 d=2.83693e-32 t=116448
zhen bu zhi dao 	真不知道	c=1 d=5.99358e-155 t=116448
zhen de 	真的	c=26 d=1.09356 t=116448
zhen de lei 	真的類	c=1 d=2.32515e-162 t=116448
zhen de shi 	真的是	c=1 d=2.26235e-134 t=116448
zhen duan 	診斷	c=1 d=5.10756e-126 t=116448
zhen dui 	針對	c=48 d=0.280832 t=116448
zhen dui o 	針對哦	c=1 d=1.73143e-17 t=116448
zhen jing 	震驚	c=2 d=0.0805179 t=116448
zhen ling ren 	真令人	c=1 d=2.89602e-98 t=116448
zhen lv 	幀率	c=2 d=2.80929e-152 t=116448
zhen me 	真麼	c=1 d=1.09139e-117 t=116448
zhen mei you 	真沒有	c=2 d=3.81738e-83 t=116448
zhen mian 	真面	c=0 d=2.99124e-156 t=116448
zhen mian ge 	真面哥	c=1 d=3.00624e-155 t=116448
zhen que 	真確	c=1 d=1.98749e-22 t=116448
zhen shi 	真實	c=9 d=1.75639 t=116448
zhen shi 	真是	c=7 d=4.74107e-103 t=116448
zhen shu 	幀數	c=2 d=2.92335e-179 t=116448
zhen wei 	真爲	c=1 d=3.97612e-33 t=116448
zhen wo 	真我	c=2 d=1.85558 t=116448
zhen you 	真優	c=0 d=7.66616e-228 t=116448
zhen you yi si 	真優意思	c=2 d=1.1036e-42 t=116448
zhen zheng 	真正	c=15 d=0.824068 t=116448
zhen zhun bei 	真準備	c=2 d=1.37461e-96 t=116448
zheng 	掙	c=2 d=7.02181e-106 t=116448
zheng 	整	c=8 d=8.88431e-21 t=116448
zheng 	正	c=4 d=0.366045 t=116448
zheng 	爭	c=7 d=3.05902e-07 t=116448
zheng 	證	c=2 d=9.67025e-77 t=116448
zheng bu 	正步	c=0 d=1.32224e-140 t=116448
zheng bu zheng que 	正步正確	c=1 d=1.32887e-139 t=116448
zheng chan 	正產	c=0 d=4.60424e-83 t=116448
zheng chan mou ge 	正產某個	c=1 d=4.62732e-82 t=116448
zheng chang 	正常	c=67 d=0.594521 t=116448
zheng chang de 	正常的	c=6 d=3.49845e-86 t=116448
zheng chang le 	正常了	c=5 d=7.48876e-40 t=116448
zheng chang ren 	正常人	c=1 d=1.11265e-138 t=116448
zheng da 	正大	c=1 d=0.0713613 t=116448
zheng dong 	整棟	c=1 d=1.64555e-183 t=116448
zheng dun 	整頓	c=1 d=1.60115e-126 t=116448
zheng fan kui 	正反饋	c=2 d=4.38903e-227 t=116448
zheng fen 	整份	c=1 d=2.10346e-189 t=116448
zheng ge 	整個	c=19 d=0.000127102 t=116448
zheng hang 	整行	c=2 d=1.64927 t=116448
zheng jia 	郑甲	c=2 d=1.16354e-76 t=116448
zheng jing 	正經	c=3 d=0.336217 t=116448
zheng ju 	證據	c=2 d=1.87093e-105 t=116448
zheng le 	整了	c=1 d=0.240509 t=116448
zheng li 	整理	c=24 d=0.261323 t=116448
zheng li xia 	整理下	c=1 d=5.86093e-127 t=116448
zheng lun 	爭論	c=2 d=9.35838e-128 t=116448
zheng mi 	證蜜	c=0 d=1.12567e-217 t=116448
zheng ming 	證明	c=2 d=3.22521e-188 t=116448
zheng qi 	整齊	c=1 d=2.60817e-131 t=116448
zheng qu 	爭取	c=2 d=0.509157 t=116448
zheng que 	正確	c=44 d=3.92219e-18 t=116448
zheng que de 	正確的	c=2 d=5.82494e-84 t=116448
zheng que lv 	正確率	c=1 d=2.74767e-97 t=116448
zheng rong 	整容	c=1 d=1.08083e-179 t=116448
zheng shi 	正式	c=112 d=0.603505 t=116448
zheng shu 	整數	c=1 d=1.09206e-36 t=116448
zheng ti 	整體	c=6 d=5.58384e-18 t=116448
zheng tiao 	整條	c=1 d=2.96732e-90 t=116448
zheng wen 	正文	c=13 d=1.36682e-24 t=116448
zheng yi 	爭議	c=1 d=1.47292e-144 t=116448
zheng zai 	正在	c=58 d=0.215857 t=116448
zheng ze 	正則	c=18 d=2.78247e-98 t=116448
zheng ze suan zi 	正則算子	c=0 d=0.0913932 t=116448
zheng zheng 	正徵	c=1 d=5.54763e-69 t=116448
zheng zhi 	政治	c=1 d=6.16876e-141 t=116448
zhi 	之	c=14 d=1.82266 t=116448
zhi 	值	c=109 d=0.932394 t=116448
zhi 	只	c=80 d=2.68185 t=116448
zhi 	執	c=1 d=5.69757e-118 t=116448
zhi 	志	c=2 d=3.14467e-104 t=116448
zhi 	指	c=29 d=7.17923e-14 t=116448
zhi 	止	c=1 d=1.03838e-237 t=116448
zhi 	紙	c=1 d=4.09055e-102 t=116448
zhi 	置	c=1 d=3.40731e-99 t=116448
zhi 	至	c=1 d=5.45667e-51 t=116448
zhi ban 	值班	c=2 d=1.93039e-32 t=116448
zhi bi 	直鼻	c=0 d=8.8244e-60 t=116448
zhi bi a 	直鼻啊	c=1 d=8.86863e-59 t=116448
zhi biao 	制表	c=1 d=4.13263e-46 t=116448
zhi biao 	指標	c=84 d=0.0320934 t=116448
