# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	325666
#@/user_id	data
a 	啊	c=448 d=2.53214 t=325666
xiao ji 	小机	c=0 d=3.83638e-113 t=325666
xiao ji qi 	小机器	c=1 d=3.85561e-112 t=325666
xiao jia 	銷假	c=1 d=8.7017e-247 t=325666
xiao jia huo 	小傢伙	c=1 d=3.53733e-69 t=325666
xiao jian pan 	小鍵盤	c=2 d=2.64096e-201 t=325666
xiao jie 	小姐	c=2 d=0.0147723 t=325666
xiao lao di 	小老地	c=1 d=5.22478e-187 t=325666
xiao lian 	笑臉	c=2 d=2.08346e-09 t=325666
xiao liang 	銷量	c=1 d=1.22553e-69 t=325666
xiao liu liang 	小流量	c=1 d=3.09345e-21 t=325666
xiao lv 	效率	c=4 d=1.76552e-158 t=325666
xiao mai bu 	小賣部	c=2 d=4.20639e-107 t=325666
xiao mang 	小忙	c=4 d=1.89764e-58 t=325666
xiao mi 	小米	c=8 d=0.00023056 t=325666
xiao mi feng 	小蜜蜂	c=1 d=1.64095e-62 t=325666
xiao mie 	消滅	c=1 d=1.64146e-95 t=325666
xiao na 	笑納	c=1 d=4.57723e-101 t=325666
xiao peng you 	小朋友	c=7 d=5.74444e-38 t=325666
xiao ping 	小平	c=2 d=1.21365e-164 t=325666
xiao ping mu 	小屏幕	c=2 d=4.62293e-159 t=325666
xiao qu 	小區	c=1 d=1.98e-07 t=325666
xiao qun 	小羣	c=22 d=6.7391e-05 t=325666
xiao ren 	小人	c=1 d=1.05565e-137 t=325666
xiao rong qi 	小容器	c=1 d=3.36162e-146 t=325666
xiao sa 	瀟灑	c=1 d=6.75632e-35 t=325666
xiao shi 	小時	c=38 d=0.529926 t=325666
xiao shi 	消失	c=29 d=9.49905e-14 t=325666
xiao shi ba 	小時吧	c=1 d=2.46212e-12 t=325666
xiao shi de 	消失的	c=1 d=4.41722e-06 t=325666
xiao shi e 	小時呃	c=1 d=1.20028e-30 t=325666
xiao shi e ji 	小時額基	c=1 d=3.48311e-05 t=325666
xiao shi ha 	小時哈	c=1 d=0.0982735 t=325666
xiao shi hou 	小時候	c=5 d=9.49228e-35 t=325666
xiao shi ji 	消石劑	c=0 d=8.08964e-96 t=325666
xiao shi jie 	小世界	c=525 d=0.565427 t=325666
xiao shi jie ei 	小世界誒	c=11 d=1.40638e-12 t=325666
xiao shi le 	小時了	c=1 d=7.77508e-99 t=325666
xiao shi pin 	小视频	c=1 d=1.07375e-43 t=325666
xiao shi xi jie 	消失西街	c=1 d=4.51296e-258 t=325666
xiao shou 	小手	c=1 d=1.35719e-93 t=325666
xiao shu 	小數	c=1 d=0.97531 t=325666
xiao shu dian 	小數點	c=1 d=5.52502e-21 t=325666
xiao shuo 	小說	c=2 d=0.191092 t=325666
xiao si 	笑死	c=3 d=8.07365e-13 t=325666
xiao tian cai 	小天才	c=1 d=3.56619e-47 t=325666
xiao tu 	小圖	c=14 d=1.47162e-16 t=325666
xiao tu biao 	小圖標	c=3 d=0.00193045 t=325666
xiao wan ju 	小玩具	c=1 d=3.88072e-12 t=325666
xiao wan yi 	小玩意	c=1 d=7.21153e-08 t=325666
xiao wei 	小為	c=1 d=1.35497e-15 t=325666
xiao wei ba 	小尾巴	c=2 d=6.42662e-215 t=325666
xiao wei bao 	小尾孢	c=2 d=1.48592e-214 t=325666
xiao wen ti 	小問題	c=9 d=3.60263e-05 t=325666
xiao wu 	小巫	c=1 d=2.12899e-37 t=325666
xiao xi 	消息	c=560 d=1.06941 t=325666
xiao xi de 	消息的	c=1 d=1.67661e-109 t=325666
xiao xi jie 	小西街	c=1 d=1.54814e-171 t=325666
xiao xi le 	消息了	c=1 d=6.32862e-236 t=325666
xiao xi lei xing 	消息類型	c=1 d=1.12759e-236 t=325666
xiao xi lie biao 	消息列表	c=1 d=2.70455e-58 t=325666
xiao xi liu 	小溪流	c=1 d=1.17128e-07 t=325666
xiao xi ye 	消息頁	c=91 d=0.418952 t=325666
xiao xiao 	宵小	c=2 d=2.46499e-202 t=325666
xiao xiao 	小小	c=5 d=6.15448e-55 t=325666
xiao xiao 	笑笑	c=1 d=0.000188766 t=325666
xiao xiao de 	小小的	c=1 d=2.87026e-228 t=325666
xiao xiao mao ming 	小小茂名	c=1 d=1.7803e-256 t=325666
xiao xie 	小寫	c=1 d=4.63787e-50 t=325666
xiao xie 	小鞋	c=1 d=3.13702e-156 t=325666
xiao xin 	小心	c=6 d=3.04636e-17 t=325666
xiao xin dian 	小心點	c=1 d=4.87617e-110 t=325666
xiao xu qiu 	小需求	c=5 d=9.78136e-35 t=325666
xiao xue sheng 	小學生	c=1 d=0.941764 t=325666
xiao yang ben 	小樣本	c=0 d=3.66633e-109 t=325666
xiao ye 	宵夜	c=7 d=0.139787 t=325666
xiao yi dian 	小一點	c=1 d=1.55647e-146 t=325666
xiao ying 	效應	c=8 d=3.61239e-67 t=325666
xiao you xi 	小遊戲	c=5 d=8.02493e-30 t=325666
xiao yu 	小於	c=17 d=0.0400674 t=325666
xiao yuan 	校園	c=3 d=1.95345e-162 t=325666
xiao zai 	消災	c=1 d=1.88429e-218 t=325666
xiao zhang 	校長	c=1 d=1.40185e-121 t=325666
xiao zhen 	小鎮	c=2 d=4.14491e-38 t=325666
xiao zhong 	小衆	c=1 d=1.17164e-40 t=325666
xiao zhu shou 	小助手	c=2 d=3.56547e-74 t=325666
xiao zi 	小子	c=2 d=1.54592e-66 t=325666
xiao zu 	小組	c=1 d=0.0572687 t=325666
xie 	些	c=15 d=7.95497e-15 t=325666
xie 	寫	c=218 d=1.01751 t=325666
xie 	蟹	c=3 d=0.722527 t=325666
xie 	謝	c=3 d=1.90431e-19 t=325666
xie cao zuo 	寫操作	c=8 d=1.75246e-10 t=325666
xie cheng 	协程	c=2 d=1.78955e-200 t=325666
xie cheng 	寫成	c=7 d=1.27827e-06 t=325666
xie chu 	寫出	c=1 d=1.35963e-26 t=325666
xie chu lai 	寫出來	c=1 d=2.17859e-102 t=325666
xie cuo 	寫錯	c=6 d=3.32351e-12 t=325666
xie dai 	攜帶	c=3 d=4.68782e-29 t=325666
xie dai ma 	寫代碼	c=3 d=4.4814e-58 t=325666
xie dao 	寫到	c=1 d=7.61366e-205 t=325666
xie dao 	邪道	c=1 d=7.5299e-75 t=325666
xie de 	寫的	c=42 d=0.00334239 t=325666
xie dui 	寫對	c=1 d=1.6964e-100 t=325666
xie dui 	斜對	c=1 d=1.17197e-249 t=325666
xie fa 	寫法	c=31 d=2.62399e-06 t=325666
xie fa 	瀉法	c=0 d=1.71427e-136 t=325666
xie fa ga 	瀉法噶	c=1 d=1.72286e-135 t=325666
xie gang 	斜槓	c=1 d=3.01402e-156 t=325666
xie ge 	寫個	c=13 d=0.00843808 t=325666
xie hao 	寫好	c=1 d=1.29942e-140 t=325666
xie jie 	斜接	c=1 d=1.02147e-279 t=325666
xie le 	寫了	c=15 d=0.00499159 t=325666
xie lou 	泄漏	c=11 d=1.38088e-23 t=325666
xie men 	邪門	c=1 d=1.69964e-93 t=325666
xie ming 	寫明	c=1 d=1.54682e-161 t=325666
xie ru 	寫入	c=9 d=1.50264e-36 t=325666
xie shang 	協商	c=2 d=2.90609e-80 t=325666
xie shang 	寫上	c=2 d=6.67231e-123 t=325666
xie si 	写死	c=29 d=0.0209629 t=325666
xie si le 	写死了	c=2 d=1.25067e-102 t=325666
xie ti 	斜體	c=2 d=0.192276 t=325666
xie tian xi 	谢天锡	c=0 d=1.0773e-24 t=325666
xie tian xi ei 	谢天锡誒	c=1 d=1.0827e-23 t=325666
xie tian xie di 	谢天谢地	c=1 d=6.56578e-22 t=325666
xie tiao 	協調	c=4 d=1.53565e-164 t=325666
xie tiao xing 	協調性	c=1 d=8.57589e-164 t=325666
xie tong 	協同	c=4 d=1.08104e-05 t=325666
xie wan 	寫完	c=2 d=6.81892e-114 t=325666
xie xi 	歇息	c=1 d=5.01426e-115 t=325666
xie xia 	卸下	c=1 d=4.38416e-94 t=325666
xie xia lai 	寫下來	c=1 d=1.21504e-203 t=325666
xie xie 	謝謝	c=12 d=9.27713e-30 t=325666
xie yi 	協議	c=106 d=0.907832 t=325666
xie yi ge 	協議個	c=2 d=5.66374e-48 t=325666
xie zai 	卸載	c=43 d=1.60103 t=325666
xie zai 	寫在	c=4 d=0.000325548 t=325666
xie zhe 	寫着	c=4 d=9.12083e-234 t=325666
xie zhu 	協助	c=1 d=5.32376e-55 t=325666
xie zi 	鞋子	c=1 d=1.29332e-26 t=325666
xie zuo 	協作	c=3 d=4.49715e-158 t=325666
xin 	信	c=5 d=0.96079 t=325666
xin 	心	c=31 d=1.71867 t=325666
xin 	新	c=411 d=1.72842 t=325666
xin 	欣	c=1 d=2.41824e-212 t=325666
xin 	鑫	c=1 d=1.31716e-35 t=325666
xin ban 	新版	c=3 d=1.64671e-15 t=325666
xin ban ben 	新版本	c=17 d=6.29312e-23 t=325666
xin biao qing 	新表情	c=1 d=5.85992e-125 t=325666
xin bu guo 	信不過	c=2 d=3.65674e-136 t=325666
xin chan pin 	新產品	c=2 d=1.01244e-67 t=325666
xin cheng 	新城	c=1 d=5.79711e-204 t=325666
xin chuang jian 	新创建	c=1 d=3.38063e-36 t=325666
xin chun 	新春	c=4 d=8.94035e-28 t=325666
xin cong 	心叢	c=0 d=1.65981e-21 t=325666
xin cong de bu 	心叢得不	c=1 d=1.66813e-20 t=325666
xin de 	新得	c=1 d=4.61998e-269 t=325666
xin de 	新的	c=105 d=0.747153 t=325666
xin dong 	心動	c=2 d=5.07863e-118 t=325666
xin dong le 	心动了	c=1 d=2.60534e-177 t=325666
xin fa xian 	新發現	c=1 d=1.63989e-25 t=325666
xin fang 	新房	c=1 d=0.67032 t=325666
xin fang xiang 	心方向	c=1 d=4.37256e-151 t=325666
xin fang zi 	新房子	c=1 d=0.339596 t=325666
xin gong neng 	新功能	c=7 d=2.12465e-13 t=325666
xin gong neng ne gai 	新功能呢該	c=1 d=1.32538e-20 t=325666
xin gou 	心垢	c=1 d=2.89624e-187 t=325666
xin hao 	信號	c=2 d=0.951229 t=325666
xin ji shu 	新技術	c=1 d=4.06076e-163 t=325666
xin jia 	新加	c=8 d=9.71272e-11 t=325666
xin jia po 	新加坡	c=1 d=8.54121e-87 t=325666
xin jian 	新建	c=18 d=1.00068e-08 t=325666
xin jian pan 	新鍵盤	c=1 d=0.298197 t=325666
xin jie kou 	新街口	c=1 d=1.09529e-12 t=325666
xin jiu 	新舊	c=1 d=1.51732e-111 t=325666
xin ju 	新劇	c=1 d=1.44509e-96 t=325666
xin ka 	新卡	c=1 d=2.32728e-114 t=325666
xin kai 	莘开	c=2 d=5.24863e-123 t=325666
xin ku 	辛苦	c=282 d=0.247833 t=325666
xin ku le 	辛苦了	c=1 d=2.78922e-244 t=325666
xin lai 	新來	c=5 d=5.7189e-15 t=325666
xin li 	心理	c=18 d=2.32166 t=325666
xin li you shu 	心裏有數	c=1 d=4.36679e-253 t=325666
xin lu 	心路	c=2 d=1.86993 t=325666
xin nian 	新年	c=20 d=5.57675e-14 t=325666
xin nian hao 	新年好	c=1 d=2.20978e-34 t=325666
xin peng you 	新朋友	c=3 d=7.95108e-127 t=325666
xin pian 	芯片	c=1 d=8.16564e-58 t=325666
xin ping tai 	新平台	c=1 d=4.21697e-19 t=325666
xin qi 	新奇	c=1 d=2.95412e-67 t=325666
xin qing 	心情	c=7 d=0.227637 t=325666
xin qiu 	新秋	c=1 d=9.11026e-228 t=325666
xin ren 	信任	c=2 d=3.06955e-18 t=325666
xin ren 	新人	c=2 d=0.298197 t=325666
xin shen 	心神	c=1 d=1.96163e-15 t=325666
xin sheng huo 	新生活	c=1 d=1.02361e-98 t=325666
xin shi jie 	新世界	c=1 d=0.0804597 t=325666
xin shi yan 	新试验	c=1 d=4.2423e-60 t=325666
xin shou 	新手	c=10 d=2.49756e-41 t=325666
xin shui 	薪水	c=3 d=0.199888 t=325666
xin si 	心思	c=1 d=5.05006e-15 t=325666
xin si tai luan 	心思太亂	c=1 d=2.98553e-15 t=325666
xin tai 	心態	c=6 d=1.2732e-18 t=325666
xin tai 	新太	c=1 d=2.99328e-163 t=325666
xin tiao 	心跳	c=6 d=3.01184e-30 t=325666
xin tong xue 	新同學	c=1 d=2.86041e-217 t=325666
xin wen 	新聞	c=1 d=7.41449e-11 t=325666
xin xi 	信息	c=360 d=1.40295 t=325666
xin xi 	欣喜	c=1 d=4.08207e-107 t=325666
xin xi fei 	信息費	c=1 d=3.44775e-32 t=325666
xin xian 	新鮮	c=2 d=8.72202e-10 t=325666
xin xiang 	心相	c=1 d=3.94675e-34 t=325666
xin xiang shi cheng 	心想事成	c=1 d=3.18322e-34 t=325666
xin xiao fei 	新消費	c=1 d=1.557e-150 t=325666
xin xiao xi 	新消息	c=7 d=0.00381048 t=325666
xin xin 	心心	c=1 d=9.18334e-175 t=325666
xin xu qiu 	新需求	c=8 d=1.66559e-12 t=325666
xin xue 	心血	c=1 d=2.11344e-274 t=325666
xin xun zhang 	新勳章	c=8 d=0.0359073 t=325666
xin ye mian 	新頁面	c=3 d=8.88979e-87 t=325666
xin yi 	心意	c=1 d=2.90924e-34 t=325666
xin yuan 	心願	c=1 d=9.36188e-225 t=325666
xin zen 	新怎	c=1 d=1.18169e-111 t=325666
xin zeng 	新增	c=161 d=0.519603 t=325666
xin zeng de 	新增的	c=1 d=3.20605e-118 t=325666
xin zeng jia 	新增加	c=1 d=5.43796e-40 t=325666
xin zeng jia ai 	新增加矮	c=1 d=1.57752e-10 t=325666
xin zeng le 	新增了	c=1 d=1.66417e-139 t=325666
xin zhang 	新張	c=1 d=1.55668e-30 t=325666
xin zheng 	心证	c=1 d=2.47035e-110 t=325666
xin zhong 	心中	c=1 d=6.57606e-11 t=325666
xin zhong na ge 	心中那個	c=1 d=1.30084e-241 t=325666
xin zu jian 	新組件	c=2 d=5.94131e-72 t=325666
xing 	姓	c=1 d=1.20684e-241 t=325666
xing 	形	c=2 d=1.83294e-99 t=325666
xing 	性	c=53 d=0.000718049 t=325666
xing 	星	c=24 d=0.99005 t=325666
xing 	杏	c=10 d=1.62131e-38 t=325666
xing 	興	c=1 d=6.8213e-265 t=325666
xing 	行	c=168 d=0.0161105 t=325666
xing 	醒	c=3 d=4.96673e-08 t=325666
xing ba 	兴霸	c=1 d=3.77168e-59 t=325666
xing ba 	行吧	c=11 d=3.13593e-05 t=325666
xing bie 	性別	c=1 d=2.6428e-51 t=325666
xing bu 	行不	c=1 d=1.5322e-20 t=325666
xing bu xing 	行不行	c=12 d=7.5282e-11 t=325666
xing cheng 	形成	c=5 d=5.30206e-07 t=325666
xing cheng 	行程	c=1 d=6.7119e-75 t=325666
xing cheng le 	形成了	c=1 d=1.58252e-106 t=325666
xing cheng yi ge 	形成一個	c=1 d=1.59734e-98 t=325666
xing de 	性德	c=1 d=3.40105e-48 t=325666
xing feng xue yu 	腥风血雨	c=1 d=5.83443e-15 t=325666
xing fu 	幸福	c=1 d=1.96138e-131 t=325666
xing ge 	性格	c=3 d=3.23078e-32 t=325666
xing hao 	型號	c=4 d=0.932394 t=325666
xing hao le 	型號了	c=1 d=1.78817e-14 t=325666
xing jia bi 	性價比	c=1 d=3.63591e-157 t=325666
xing ku 	行苦	c=5 d=3.70026e-40 t=325666
xing kui 	幸虧	c=2 d=0.344727 t=325666
xing lai 	醒來	c=2 d=8.21269e-08 t=325666
xing le 	行了	c=6 d=0.00180897 t=325666
xing le 	醒了	c=1 d=2.69043e-114 t=325666
xing li 	行李	c=4 d=0.146864 t=325666
xing ma 	行嗎	c=1 d=8.37494e-91 t=325666
xing mu 	醒目	c=2 d=4.08598e-177 t=325666
xing neng 	性能	c=21 d=0.985112 t=325666
xing neng ne ge 	性能呢哥	c=2 d=4.44465e-20 t=325666
xing qi 	星期	c=3 d=0.00173517 t=325666
xing qu 	興趣	c=27 d=1.44502e-07 t=325666
xing rong ci 	形容詞	c=1 d=1.30042e-61 t=325666
xing shi 	刑事	c=3 d=9.03065e-213 t=325666
xing shi 	形式	c=27 d=0.895834 t=325666
xing shi 	行使	c=1 d=0.955997 t=325666
xing shi zheng 	行駛證	c=1 d=6.48946e-149 t=325666
xing tai 	形態	c=15 d=0.00231117 t=325666
xing wei 	行為	c=107 d=0.81846 t=325666
xing xi 	星系	c=1 d=5.55177e-19 t=325666
xing xia zhang yi 	行俠仗義	c=1 d=1.94747e-18 t=325666
xing xing 	星星	c=1 d=4.80864e-93 t=325666
xing xing 	行星	c=3 d=3.48003e-24 t=325666
xing xing se se 	形形色色	c=1 d=0.449329 t=325666
xing yun 	星運	c=1 d=3.1255e-54 t=325666
xing zhe 	行者	c=1 d=0.256661 t=325666
xing zheng 	行政	c=3 d=0.270458 t=325666
xing zheng gui hua 	行政規劃	c=1 d=0.264477 t=325666
xing zheng qu 	行政區	c=2 d=0.512054 t=325666
xing zi 	杏子	c=2 d=9.18484e-102 t=325666
xiong 	凶	c=1 d=8.15618e-15 t=325666
xiong 	胸	c=1 d=9.13132e-167 t=325666
xiong di 	兄弟	c=6 d=1.54602e-08 t=325666
xiong di men 	兄弟們	c=1 d=1.23934e-230 t=325666
xiong di tuan 	兄弟團	c=1 d=1.66712e-101 t=325666
xiong mei 	兄妹	c=10 d=7.76724 t=325666
xiu 	休	c=1 d=2.91969e-223 t=325666
xiu 	修	c=45 d=9.56648e-09 t=325666
xiu 	秀	c=41 d=4.98719e-22 t=325666
xiu ding 	修訂	c=1 d=3.30179e-170 t=325666
xiu fu 	修復	c=632 d=3.41108 t=325666
xiu fu du 	修復度	c=2 d=9.85415e-34 t=325666
xiu fu ha 	修復哈	c=2 d=0.0223708 t=325666
xiu fu le 	修復了	c=26 d=0.0234007 t=325666
xiu fu xia 	修復下	c=6 d=0.000288735 t=325666
xiu gai 	修改	c=137 d=1.96204 t=325666
xiu gai cheng 	修改成	c=1 d=1.13756e-75 t=325666
xiu gai kan le 	修改看了	c=1 d=3.37215e-124 t=325666
xiu gai le 	修改了	c=6 d=0.0160829 t=325666
xiu gai wan le 	修改完了	c=1 d=5.86392e-133 t=325666
xiu ge 	修個	c=1 d=7.45039e-09 t=325666
xiu guo 	修過	c=2 d=5.79293e-78 t=325666
xiu jia 	休假	c=32 d=4.06708e-05 t=325666
xiu jia he 	休假和	c=1 d=5.71932e-104 t=325666
xiu jia le 	休假了	c=2 d=5.00915e-103 t=325666
xiu le 	修了	c=7 d=3.2825e-13 t=325666
xiu mei 	修眉	c=1 d=7.83238e-09 t=325666
xiu mian 	休眠	c=1 d=1.06798 t=325666
xiu mian 	修面	c=1 d=7.79331e-09 t=325666
xiu shi 	修飾	c=7 d=4.43167e-15 t=325666
xiu wan 	修完	c=2 d=3.06687e-184 t=325666
xiu wan le 	修完了	c=1 d=1.82469e-281 t=325666
xiu wu 	修武	c=1 d=5.87947e-76 t=325666
xiu xi 	休息	c=4 d=0.918512 t=325666
xiu xi ba 	休息吧	c=1 d=7.97133e-10 t=325666
xiu xi xia 	休息下	c=1 d=1.18365e-13 t=325666
xiu xian 	休閒	c=7 d=0.302704 t=325666
xiu yi 	修仪	c=0 d=4.31508e-114 t=325666
xiu yi xia 	修一下	c=2 d=1.17956e-31 t=325666
xiu yi xiu 	修仪修	c=2 d=4.33671e-113 t=325666
xiu zheng 	修正	c=1 d=5.2493e-07 t=325666
xu 	徐	c=2 d=0.628172 t=325666
xu 	續	c=22 d=6.51389e-14 t=325666
xu 	虛	c=2 d=2.56915e-42 t=325666
xu 	許	c=6 d=3.51886e-29 t=325666
xu 	需	c=20 d=0.207517 t=325666
xu bao 	續保	c=1 d=9.25514e-149 t=325666
xu bo 	虛薄	c=1 d=1.19864e-14 t=325666
xu bu xu yao 	需不需要	c=19 d=0.132655 t=325666
xu duo 	許多	c=3 d=0.927743 t=325666
xu gao 	虛高	c=2 d=4.47911e-52 t=325666
xu hao 	序號	c=5 d=0.527154 t=325666
xu huang 	虛晃	c=1 d=1.10157e-138 t=325666
xu jiu 	許久	c=1 d=2.63295e-154 t=325666
xu ke 	徐克	c=1 d=3.05824e-239 t=325666
xu kong 	虚空	c=7 d=1.51294e-77 t=325666
xu lie 	序列	c=2 d=2.49088e-148 t=325666
xu lie hua 	序列化	c=1 d=4.619e-149 t=325666
xu lie zhen 	序列幀	c=2 d=1.70171e-70 t=325666
xu ming 	续命	c=1 d=1.19016e-48 t=325666
xu ni 	虛擬	c=7 d=3.98222e-51 t=325666
xu ni hua 	虛擬化	c=1 d=0.99005 t=325666
xu ni huan jing 	虛擬環境	c=1 d=3.67719e-84 t=325666
xu ni ji 	虛擬機	c=5 d=0.980199 t=325666
xu qian 	續簽	c=1 d=1.59252e-180 t=325666
xu qiu 	需求	c=1658 d=2.9977 t=325666
xu qiu chi 	需求池	c=1 d=2.10859e-12 t=325666
xu qiu dan 	需丘丹	c=3 d=1.54299e-220 t=325666
xu qiu dan 	需求單	c=104 d=0.0867457 t=325666
xu qiu dan le 	需求單了	c=1 d=1.07324e-08 t=325666
xu qiu dan zhong 	需求單中	c=1 d=3.08179e-06 t=325666
xu qiu dan zi 	需求單子	c=2 d=2.07219e-13 t=325666
xu qiu kai fa 	需求開發	c=1 d=1.70496e-71 t=325666
xu qiu le 	需求了	c=5 d=1.77889e-41 t=325666
xu qiu qun 	需求群	c=3 d=2.07269e-104 t=325666
xu qiu tian xie 	需求填寫	c=1 d=7.98277e-115 t=325666
xu qiu zhong 	需求中	c=2 d=9.47522e-102 t=325666
xu xie 	續寫	c=1 d=4.24261e-149 t=325666
xu xin 	虛心	c=1 d=3.80712e-22 t=325666
xu xu shi shi 	虚虚实实	c=1 d=2.35075e-85 t=325666
xu yai 	續崖	c=1 d=1.81297e-29 t=325666
xu yao 	需要	c=1183 d=2.07912 t=325666
xu yao de 	需要的	c=3 d=2.57046e-48 t=325666
xu yao dian ji 	需要點擊	c=1 d=3.07157e-202 t=325666
xu yao ping 	需要屏	c=1 d=9.44632e-213 t=325666
xu yao shi 	需要是	c=1 d=1.31194e-194 t=325666
xu zheng 	徐崢	c=1 d=1.85391e-262 t=325666
xuan 	炫	c=6 d=4.05645e-33 t=325666
xuan 	玄	c=1 d=3.52928e-101 t=325666
xuan 	選	c=138 d=1.03478 t=325666
xuan bu 	宣佈	c=1 d=1.05065e-228 t=325666
xuan cai 	炫彩	c=5 d=2.20776e-82 t=325666
xuan chuan 	宣傳	c=3 d=1.47589e-197 t=325666
xuan fu 	懸浮	c=13 d=0.00171216 t=325666
xuan fu 	玄府	c=0 d=1.26875e-29 t=325666
xuan fu chu 	玄府出	c=1 d=6.35961e-29 t=325666
xuan fu chuang 	懸浮窗	c=4 d=1.96969e-25 t=325666
xuan fu chuang 	玄府窗	c=2 d=1.30107e-28 t=325666
xuan ji 	選集	c=57 d=0.000721578 t=325666
xuan jiang 	宣講	c=94 d=0.000261639 t=325666
xuan jiang hui 	宣講會	c=2 d=5.27369e-179 t=325666
xuan jiang le 	宣講了	c=2 d=4.76506e-21 t=325666
xuan jiang qian 	宣講前	c=2 d=2.14746e-21 t=325666
xuan jin 	旋進	c=1 d=1.2981e-275 t=325666
xuan ju 	選舉	c=5 d=0.000227339 t=325666
xuan le 	選了	c=3 d=2.5441e-15 t=325666
xuan niu 	旋鈕	c=1 d=3.20465e-201 t=325666
xuan qu 	選取	c=2 d=7.175e-114 t=325666
xuan ran 	渲染	c=39 d=2.99071e-06 t=325666
xuan ran a 	渲染啊	c=1 d=8.11781e-224 t=325666
xuan tu 	懸突	c=0 d=4.08429e-85 t=325666
xuan tu qi 	懸突期	c=1 d=4.10476e-84 t=325666
xuan xiang 	選項	c=11 d=0.136014 t=325666
xuan yi ju 	懸疑劇	c=1 d=0.0547488 t=325666
xuan yong 	選用	c=1 d=5.03441e-74 t=325666
xuan ze 	選擇	c=252 d=1.75171 t=325666
xuan ze hao 	選擇好	c=1 d=1.71496e-81 t=325666
xuan ze hou 	選擇後	c=2 d=3.36148e-28 t=325666
xuan ze lan mu 	選擇欄目	c=2 d=2.05096e-127 t=325666
xuan ze le 	選擇了	c=1 d=1.11057e-116 t=325666
xuan ze mian ban 	選擇面板	c=1 d=0.0051953 t=325666
xuan ze qi 	选择期	c=1 d=1.69878e-234 t=325666
xuan ze qi 	選擇器	c=19 d=5.68157e-36 t=325666
xuan ze xing 	選擇性	c=1 d=8.31219e-32 t=325666
xuan zen 	選怎	c=1 d=4.82241e-156 t=325666
xuan zhang 	弦長	c=1 d=9.25821e-06 t=325666
xuan zhong 	選中	c=63 d=0.149569 t=325666
xuan zhuan 	旋轉	c=29 d=6.43167e-07 t=325666
xue 	學	c=8 d=1.56892 t=325666
xue 	穴	c=1 d=0.951229 t=325666
xue 	血	c=1 d=0.985111 t=325666
xue 	雪	c=4 d=4.89859e-17 t=325666
xue chang gui 	血常规	c=5 d=5.23753e-10 t=325666
xue che 	學車	c=1 d=4.43728e-118 t=325666
xue dao 	學到	c=2 d=1.14934e-108 t=325666
xue gao 	雪糕	c=1 d=4.4663e-37 t=325666
xue gao dian 	雪糕店	c=1 d=4.30875e-37 t=325666
xue guan liu 	血管瘤	c=1 d=3.02871e-125 t=325666
xue ji 	血跡	c=1 d=4.5197e-158 t=325666
xue jian 	削減	c=2 d=1.31389e-86 t=325666
xue le 	學了	c=2 d=4.77439e-09 t=325666
xue li 	學歷	c=1 d=1.5727e-121 t=325666
xue qi 	學期	c=1 d=0.13466 t=325666
xue shi 	學時	c=1 d=3.06113e-162 t=325666
xue wen 	學問	c=1 d=4.83685e-103 t=325666
xue xi 	学习	c=29 d=0.97531 t=325666
xue xiao 	學校	c=13 d=1.89874e-14 t=325666
xue xie 	血洩	c=0 d=8.08282e-233 t=325666
xue yao 	雪瑶	c=1 d=1.7042e-07 t=325666
xue ye 	血液	c=1 d=8.84244e-83 t=325666
xue yi xia 	學一下	c=1 d=7.52502e-38 t=325666
xun 	尋	c=1 d=2.9945e-109 t=325666
xun 	旬	c=1 d=2.51514e-233 t=325666
xun 	訊	c=2 d=1.22329e-165 t=325666
xun huan 	循環	c=22 d=0.00419942 t=325666
xun lei 	迅雷	c=3 d=1.00629e-21 t=325666
xun lian 	訓練	c=4 d=3.91227e-20 t=325666
xun lian mo xing 	訓練模型	c=1 d=3.93188e-19 t=325666
xun lian zi yuan 	訓練資源	c=1 d=1.95446e-207 t=325666
xun mei 	訊美	c=3 d=0.249076 t=325666
xun su 	迅速	c=3 d=8.02467e-59 t=325666
xun wen 	詢問	c=2 d=1.31681e-121 t=325666
xun wen en 	詢問嗯	c=1 d=1.32341e-120 t=325666
xun zha 	尋炸	c=1 d=2.07113e-07 t=325666
xun zhang 	勳章	c=141 d=5.21611 t=325666
xun zhang qian 	勳章前	c=4 d=1.08134 t=325666
xun zhang qiang 	勳章牆	c=17 d=0.0321 t=325666
xun zhang ru kou 	勳章入口	c=2 d=2.50738e-36 t=325666
xun zhang xin xi 	勳章信息	c=2 d=2.06115e-09 t=325666
xun zhang ye mian 	勳章頁面	c=1 d=9.82641e-89 t=325666
xun zhao 	尋找	c=1 d=3.57957e-91 t=325666
xun zhuan 	尋轉	c=1 d=2.66947e-169 t=325666
ya 	丫	c=1 d=2.26389e-142 t=325666
ya 	亞	c=1 d=9.19451e-13 t=325666
ya 	呀	c=3 d=3.82229e-10 t=325666
ya 	壓	c=2 d=6.99176e-85 t=325666
ya 	牙	c=5 d=9.25288e-58 t=325666
ya 	雅	c=1 d=2.15712e-15 t=325666
ya chi 	牙齒	c=9 d=8.66718e-11 t=325666
ya hui 	雅慧	c=9 d=4.64703e-09 t=325666
ya ji tuo 	亚极陀	c=1 d=3.2409e-10 t=325666
ya jin 	押金	c=1 d=2.2183e-138 t=325666
