# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	112144
#@/user_id	MacBook
a 	啊	c=165 d=0.114078 t=112144
ye 	業	c=1 d=1.73287e-203 t=112144
ye 	爺	c=1 d=6.18553e-26 t=112144
ye 	野	c=5 d=9.98446e-159 t=112144
ye 	頁	c=105 d=0.000281606 t=112144
ye bang 	也幫	c=1 d=2.1293e-215 t=112144
ye bei 	也被	c=1 d=1.28846e-158 t=112144
ye biao shi 	也表示	c=1 d=1.34551e-109 t=112144
ye bu 	也不	c=1 d=3.78942e-26 t=112144
ye bu chu 	也不出	c=1 d=4.65213e-233 t=112144
ye bu duo 	也不多	c=1 d=3.83797e-205 t=112144
ye bu hui 	也不會	c=7 d=3.07906e-25 t=112144
ye bu hui cuo 	也不會錯	c=1 d=1.09228e-156 t=112144
ye bu ke neng 	也不可能	c=2 d=1.28154e-36 t=112144
ye bu neng 	也不能	c=1 d=7.05751e-195 t=112144
ye bu shi 	也不是	c=11 d=2.91885e-14 t=112144
ye bu si hu 	也不似乎	c=1 d=7.98303e-86 t=112144
ye bu suan 	也不算	c=1 d=2.22102e-123 t=112144
ye bu yi ding 	也不一定	c=1 d=3.09766e-37 t=112144
ye bu yong 	也不用	c=1 d=1.78235e-152 t=112144
ye bu zhi dao 	也不知道	c=1 d=1.08832e-172 t=112144
ye chu xian le 	也出現了	c=1 d=2.25636e-191 t=112144
ye dei 	也得	c=6 d=3.21282e-84 t=112144
ye dui 	也對	c=1 d=1.42309e-92 t=112144
ye duo 	也多	c=1 d=4.14139e-159 t=112144
ye er ba 	葉兒耙	c=0 d=1.85602e-12 t=112144
ye fa xian 	也發現	c=1 d=4.38775e-133 t=112144
ye gen 	也跟	c=2 d=8.00616e-120 t=112144
ye hai 	业海	c=0 d=8.27892e-74 t=112144
ye hai hao 	也還好	c=2 d=2.67756e-87 t=112144
ye hai hui 	业海會	c=1 d=8.32041e-73 t=112144
ye hai shi 	也還是	c=6 d=2.53926e-22 t=112144
ye hen 	也很	c=1 d=4.095e-56 t=112144
ye hen da 	也很大	c=1 d=9.06291e-108 t=112144
ye hui 	也會	c=18 d=2.85018e-29 t=112144
ye jia ge 	也加個	c=1 d=4.51508e-146 t=112144
ye jia shang 	也加上	c=2 d=5.93837e-105 t=112144
ye jian 	夜間	c=2 d=8.79983e-85 t=112144
ye jiao 	也叫	c=1 d=1.11049e-174 t=112144
ye jiu 	也就	c=11 d=1.15718e-41 t=112144
ye jiu shi 	也就是	c=37 d=2.34447e-10 t=112144
ye jiu shi shuo 	也就是說	c=1 d=2.67712e-232 t=112144
ye jue de 	也覺得	c=1 d=1.0376e-140 t=112144
ye kan bu dao 	也看不到	c=1 d=1.06468e-237 t=112144
ye kan dao 	也看到	c=1 d=1.42736e-186 t=112144
ye kan xia 	也看下	c=2 d=1.22594e-73 t=112144
ye ke yi 	也可以	c=54 d=0.25924 t=112144
ye kong 	夜空	c=1 d=5.10967e-219 t=112144
ye mei 	也沒	c=2 d=1.28836e-69 t=112144
ye mei kan dao 	也沒看到	c=2 d=0.116484 t=112144
ye mei ren 	也沒人	c=3 d=7.17051e-176 t=112144
ye mei you 	也沒有	c=16 d=4.31228e-76 t=112144
ye mei zai 	也沒在	c=1 d=5.2269e-133 t=112144
ye mian 	頁面	c=293 d=4.70937e-08 t=112144
ye mian shang 	頁面上	c=1 d=3.24621e-88 t=112144
ye neng 	也能	c=1 d=7.55117e-20 t=112144
ye pei zhi 	也配置	c=1 d=1.07664e-104 t=112144
ye qu 	也去	c=1 d=3.51014e-184 t=112144
ye shen ren jing 	夜深人静	c=1 d=4.68931e-209 t=112144
ye shi 	也是	c=85 d=2.99942e-12 t=112144
ye shi xu yao 	也是需要	c=1 d=1.62495e-35 t=112144
ye shu yu 	也屬於	c=1 d=3.67445e-134 t=112144
ye tiao zheng 	也調整	c=1 d=5.0018e-27 t=112144
ye wu 	業務	c=38 d=2.08116e-05 t=112144
ye xiang dang yu 	也相當於	c=1 d=7.2485e-215 t=112144
ye xiang wen 	也想問	c=1 d=2.53806e-134 t=112144
ye xing 	也行	c=7 d=3.87268e-17 t=112144
ye xing 	夜行	c=1 d=6.58018e-224 t=112144
ye xiu gai 	也修改	c=1 d=1.28195e-216 t=112144
ye yao 	也要	c=9 d=5.50607e-10 t=112144
ye yao chu xian 	也要出現	c=1 d=4.14605e-231 t=112144
ye you 	业有	c=1 d=4.29081e-223 t=112144
ye you 	也有	c=13 d=2.99306e-74 t=112144
ye you ge 	也有個	c=1 d=7.13157e-112 t=112144
ye zai 	也在	c=10 d=1.15215e-11 t=112144
ye zhi dao 	也知道	c=1 d=1.34264e-172 t=112144
ye zhi neng 	也只能	c=1 d=3.72514e-60 t=112144
ye zhi shi 	也只是	c=1 d=8.59363e-12 t=112144
ye zhi you 	也只有	c=1 d=7.80425e-143 t=112144
ye zi 	葉子	c=11 d=6.13173e-29 t=112144
yi 	一	c=66 d=0.00198454 t=112144
yi 	以	c=28 d=0.786628 t=112144
yi 	億	c=4 d=1.19592e-46 t=112144
yi 	壹	c=2 d=1.35391e-94 t=112144
yi 	姨	c=1 d=2.28858e-152 t=112144
yi 	已	c=60 d=0.0808629 t=112144
yi 	易	c=2 d=5.12355e-241 t=112144
yi 	異	c=1 d=3.90283e-20 t=112144
yi ba 	一把	c=1 d=9.84415e-169 t=112144
yi ba san 	一把傘	c=1 d=3.79708e-226 t=112144
yi ban 	一般	c=74 d=0.00469297 t=112144
yi ban ban 	一般般	c=2 d=8.57436e-15 t=112144
yi ban shi 	一半是	c=1 d=4.15435e-137 t=112144
yi bang 	一幫	c=1 d=9.71013e-96 t=112144
yi bao 	醫保	c=2 d=2.12993e-34 t=112144
yi bei 	一杯	c=1 d=2.55497e-212 t=112144
yi bi 	一筆	c=2 d=3.90286e-167 t=112144
yi bi yi 	一比一	c=1 d=7.65182e-205 t=112144
yi bian 	一遍	c=23 d=4.91895e-07 t=112144
yi bian 	一邊	c=1 d=3.723e-112 t=112144
yi bian bu 	一遍不	c=1 d=2.35748e-148 t=112144
yi biao 	儀表	c=12 d=2.81963e-107 t=112144
yi biao pan 	儀錶盤	c=3 d=7.60509e-133 t=112144
yi biao zhong 	儀表中	c=1 d=7.9238e-116 t=112144
yi bo 	一波	c=21 d=0.904837 t=112144
yi bo chuan ren 	衣鉢傳人	c=1 d=2.433e-166 t=112144
yi bo gai 	一波改	c=1 d=2.29295e-145 t=112144
yi bu 	一步	c=4 d=2.47785e-18 t=112144
yi bu 	一部	c=2 d=2.45268e-18 t=112144
yi bu 	伊布	c=3 d=8.58312e-27 t=112144
yi bu 	異步	c=22 d=3.79987e-29 t=112144
yi bu fen 	一部分	c=19 d=1.22215 t=112144
yi ceng 	一層	c=4 d=7.42892e-122 t=112144
yi chan 	遺產	c=1 d=0.0459592 t=112144
yi chang 	異常	c=22 d=9.74615e-22 t=112144
yi chang de 	異常的	c=1 d=9.74354e-107 t=112144
yi chu 	溢出	c=8 d=1.32401e-19 t=112144
yi chu 	移除	c=7 d=5.19211e-145 t=112144
yi chu li 	已處理	c=3 d=9.79443e-226 t=112144
yi chuang jian 	以創建	c=1 d=2.72468e-57 t=112144
yi ci 	一次	c=29 d=5.83146e-09 t=112144
yi da dui 	一大堆	c=2 d=2.50393e-64 t=112144
yi deng 	一灯	c=0 d=2.0111e-103 t=112144
yi deng jia 	一灯加	c=1 d=2.02118e-102 t=112144
yi di 	異地	c=1 d=2.28664e-142 t=112144
yi di lian 	異地戀	c=2 d=3.07513e-117 t=112144
yi dian 	一點	c=54 d=3.34768e-09 t=112144
yi dian dian 	一點點	c=9 d=1.31242e-22 t=112144
yi dian hao 	一點好	c=1 d=4.4385e-180 t=112144
yi dian shi jian 	一點時間	c=1 d=4.73413e-27 t=112144
yi ding 	一定	c=18 d=8.82168e-26 t=112144
yi ding liang 	一定量	c=1 d=2.48283e-228 t=112144
yi ding shi 	一定是	c=3 d=6.95098e-75 t=112144
yi ding shi zai 	一定是在	c=1 d=1.58092e-241 t=112144
yi dong 	移動	c=6 d=2.9501e-51 t=112144
yi duan 	一段	c=24 d=1.08754e-46 t=112144
yi duan shi 	一段式	c=1 d=1.38767e-119 t=112144
yi duan shi jian 	一段時間	c=3 d=1.64235e-72 t=112144
yi dui 	一堆	c=1 d=2.11398e-42 t=112144
yi dui 	一對	c=1 d=2.08251e-42 t=112144
yi dui yi 	一對一	c=1 d=1.26555e-06 t=112144
yi dun 	一頓	c=2 d=3.45667e-33 t=112144
yi er 	一二	c=1 d=7.34571e-19 t=112144
yi fen 	一份	c=32 d=1.06771e-06 t=112144
yi fen zhong 	一分鐘	c=1 d=4.09722e-33 t=112144
yi fu 	衣服	c=1 d=1.71096e-171 t=112144
yi fu en 	衣复恩	c=1 d=2.21168e-191 t=112144
yi fu le 	衣服了	c=1 d=2.52087e-201 t=112144
yi gao 	一搞	c=2 d=2.34429e-220 t=112144
yi ge 	一個	c=556 d=1.65572 t=112144
yi ge ge 	一個個	c=10 d=0.0897937 t=112144
yi ge ge ge 	一個各個	c=1 d=1.42014e-97 t=112144
yi ge lei 	一個類	c=1 d=2.59295e-121 t=112144
yi ge ren 	一個人	c=2 d=1.00844e-40 t=112144
yi ge yue 	一個月	c=1 d=5.40899e-36 t=112144
yi gong 	一共	c=1 d=0.0575558 t=112144
yi guan 	一關	c=1 d=1.04019e-228 t=112144
yi guan zhu 	已關注	c=2 d=6.71322e-40 t=112144
yi han 	遺憾	c=1 d=2.24075e-80 t=112144
yi hang 	一行	c=9 d=6.09986e-09 t=112144
yi he ru 	已合入	c=1 d=1.77496e-15 t=112144
yi hou 	以後	c=12 d=4.15489e-21 t=112144
yi hua 	異化	c=7 d=1.72122e-87 t=112144
yi hui 	一回	c=1 d=1.93394e-83 t=112144
yi hui 	一會	c=7 d=6.81726e-23 t=112144
yi huo 	抑或	c=1 d=3.88337e-20 t=112144
yi huo 	疑惑	c=1 d=4.48604e-60 t=112144
yi ji 	一級	c=19 d=1.33486e-20 t=112144
yi ji 	以及	c=107 d=0.00103268 t=112144
yi ji bao 	一級包	c=0 d=1.37727e-61 t=112144
yi ji bao ge 	一級包個	c=1 d=1.38418e-60 t=112144
yi jia 	一家	c=1 d=5.48773e-30 t=112144
yi jia ye zi 	一家葉子	c=1 d=5.50121e-29 t=112144
yi jian 	一鍵	c=22 d=8.62688e-39 t=112144
yi jian 	意见	c=2 d=0.0165727 t=112144
yi jian gan xie 	一鍵感謝	c=1 d=6.5023e-231 t=112144
yi jiang 	已將	c=1 d=2.70696e-186 t=112144
yi jie duan 	一階段	c=1 d=2.67994e-215 t=112144
yi jie jue 	已解決	c=4 d=1.8474e-15 t=112144
yi jin 	銥金	c=1 d=2.54845e-182 t=112144
yi jing 	已經	c=249 d=1.1943 t=112144
yi jing du cheng 	以京都城	c=1 d=7.62033e-39 t=112144
yi jing kai shi 	已經開始	c=1 d=1.81965e-131 t=112144
yi jing shi 	已經是	c=6 d=4.50969e-14 t=112144
yi jiu 	依舊	c=5 d=7.21007e-35 t=112144
yi ju 	一句	c=4 d=1.0735e-99 t=112144
yi ju 	一舉	c=1 d=5.72516e-116 t=112144
yi ju 	依據	c=3 d=2.17872e-190 t=112144
yi kai 	一開	c=3 d=1.25075e-44 t=112144
yi kai shi 	一開始	c=10 d=0.0424257 t=112144
yi kan 	一看	c=4 d=7.99877e-21 t=112144
yi kou 	一口	c=1 d=8.24805e-176 t=112144
yi kou qi 	一口氣	c=6 d=1.58271e-44 t=112144
yi kou qiu 	已扣球	c=1 d=1.5742e-44 t=112144
yi kuai 	一塊	c=4 d=1.9346e-87 t=112144
yi kuai qian 	一塊錢	c=1 d=6.96e-149 t=112144
yi lai 	以來	c=1 d=4.07193e-19 t=112144
yi lai 	依賴	c=27 d=9.46968e-07 t=112144
yi lao qu 	已撈取	c=2 d=2.45359e-30 t=112144
yi lei 	一類	c=1 d=8.63349e-37 t=112144
yi li 	一粒	c=1 d=6.38352e-220 t=112144
yi liang 	一两	c=2 d=0.0977927 t=112144
yi liang ge 	一兩個	c=1 d=3.88063e-188 t=112144
yi liang tian 	一兩天	c=1 d=3.28362e-17 t=112144
yi liao 	醫療	c=3 d=4.08833e-125 t=112144
yi lie 	一列	c=7 d=7.53846e-86 t=112144
yi liu 	一流	c=1 d=4.08151e-76 t=112144
yi liu 	遺留	c=10 d=7.53423e-23 t=112144
yi lou 	遺漏	c=14 d=0.0159231 t=112144
yi lou diao 	遺漏掉	c=1 d=8.54994e-99 t=112144
yi lu 	一路	c=8 d=4.91492e-19 t=112144
yi mei 	譯美	c=1 d=1.13058e-179 t=112144
yi men 	一門	c=1 d=1.72105e-152 t=112144
yi men 	異門	c=1 d=1.71246e-152 t=112144
yi mian 	一面	c=2 d=4.99334e-154 t=112144
yi mian 	以免	c=1 d=2.36552e-188 t=112144
yi miao 	疫苗	c=1 d=2.85379e-131 t=112144
yi mo kuai 	一模塊	c=1 d=0.0199405 t=112144
yi mo yi yang 	一模一样	c=5 d=8.39804e-94 t=112144
yi nei 	以內	c=1 d=2.15781e-195 t=112144
yi nian 	一年	c=14 d=6.71673e-33 t=112144
yi nian duo 	一年多	c=1 d=1.33985e-177 t=112144
yi nian guo yong li 	一年郭永利	c=1 d=7.61341e-234 t=112144
yi nian qian 	一年前	c=1 d=2.84312e-87 t=112144
yi ou 	遺鷗	c=0 d=3.4173e-105 t=112144
yi pao 	一跑	c=2 d=1.44223e-14 t=112144
yi pi 	一批	c=7 d=6.22109e-152 t=112144
yi pian 	一片	c=1 d=1.45962e-243 t=112144
yi pian 	一篇	c=2 d=2.43829e-74 t=112144
yi ping bi 	一屏蔽	c=1 d=1.29056e-89 t=112144
yi qi 	一期	c=9 d=2.79185e-20 t=112144
yi qi 	一起	c=52 d=5.58354e-18 t=112144
yi qi 	儀器	c=3 d=2.62264e-132 t=112144
yi qian 	一千	c=4 d=3.93121e-17 t=112144
yi qian 	以前	c=2 d=1.83246e-184 t=112144
yi qian ge 	一千個	c=1 d=8.0083e-35 t=112144
yi qiang 	一槍	c=2 d=1.1071e-138 t=112144
yi qie 	一切	c=5 d=4.93004e-33 t=112144
yi qu xiao 	一取消	c=2 d=3.83152e-140 t=112144
yi quan 	一拳	c=1 d=3.32728e-231 t=112144
yi ran 	依然	c=4 d=1.33551e-81 t=112144
yi se lie 	以色列	c=1 d=5.95499e-226 t=112144
yi shang 	以上	c=16 d=3.58175e-10 t=112144
yi sheng 	一聲	c=4 d=2.33274e-24 t=112144
yi sheng 	醫生	c=4 d=5.48554e-113 t=112144
yi sheng ai ni qian bai hui 	一生愛你千百回	c=1 d=8.50351e-35 t=112144
yi shi 	一時	c=4 d=2.01781e-53 t=112144
yi shi 	意識	c=3 d=0.321422 t=112144
yi shi fu mu 	衣食父母	c=1 d=1.15263e-171 t=112144
yi shi zhi jian 	一時之間	c=1 d=8.26377e-169 t=112144
yi shi zhu xing 	衣食住行	c=1 d=2.17163e-35 t=112144
yi shou 	一首	c=1 d=5.25684e-112 t=112144
yi shu 	藝術	c=1 d=3.51049e-97 t=112144
yi shu jia 	藝術家	c=1 d=7.23935e-112 t=112144
yi shuo 	一說	c=0 d=1.36762e-184 t=112144
yi si 	意思	c=28 d=9.19763e-17 t=112144
yi si 	疑似	c=2 d=6.25382e-126 t=112144
yi si bu gua 	一絲不掛	c=1 d=2.73071e-83 t=112144
yi suan 	一算	c=1 d=6.793e-128 t=112144
yi tang 	一趟	c=2 d=9.5568e-144 t=112144
yi tao 	一套	c=4 d=3.3234e-41 t=112144
yi ti 	一体	c=0 d=8.62971e-121 t=112144
yi ti hua 	一體化	c=53 d=3.50755e-10 t=112144
yi ti hua ti shi 	一體化提示	c=1 d=3.16943e-218 t=112144
yi ti xia 	一体下	c=2 d=1.77201e-113 t=112144
yi tian 	一天	c=12 d=1.07182e-05 t=112144
yi tian jia 	一天假	c=2 d=1.6601e-10 t=112144
yi tiao 	一條	c=22 d=6.22309e-09 t=112144
yi tiao ji lu 	一條記錄	c=1 d=2.97803e-103 t=112144
yi ting 	一廳	c=1 d=4.77342e-36 t=112144
yi tuo 	一拖	c=0 d=2.26451e-205 t=112144
yi wai 	以外	c=2 d=1.64548e-204 t=112144
yi wai 	意外	c=2 d=4.21284e-125 t=112144
yi wan fan 	一碗飯	c=1 d=1.22062e-110 t=112144
yi wan shang 	一晚上	c=1 d=1.10921e-131 t=112144
yi wang 	以往	c=4 d=1.20695e-07 t=112144
yi wei 	一位	c=2 d=2.09188e-36 t=112144
yi wei 	以爲	c=12 d=1.87287e-15 t=112144
yi wen 	疑問	c=3 d=4.38221e-30 t=112144
yi xi 	依稀	c=5 d=7.38331e-79 t=112144
yi xia 	一下	c=729 d=1.61243 t=112144
yi xia 	以下	c=10 d=1.56961e-186 t=112144
yi xia ha 	一下哈	c=1 d=4.22316e-95 t=112144
yi xia ri zhi 	一下日誌	c=1 d=2.97867e-223 t=112144
yi xia zi 	一下子	c=3 d=1.50402e-125 t=112144
yi xian 	一先	c=1 d=4.96083e-136 t=112144
yi xiang 	一項	c=3 d=2.70501e-60 t=112144
yi xiao 	一笑	c=1 d=1.22365e-51 t=112144
yi xiao an 	已消黯	c=1 d=4.93829e-200 t=112144
yi xiao duan 	一小段	c=2 d=8.15705e-75 t=112144
yi xie 	一些	c=67 d=0.320789 t=112144
yi xing ai 	異型癌	c=2 d=3.49379e-41 t=112144
yi xiu fu 	已修復	c=1 d=1.23675e-88 t=112144
yi yan 	一眼	c=4 d=5.20808e-120 t=112144
yi yang 	一樣	c=32 d=1.50058e-10 t=112144
yi yang de 	一樣的	c=1 d=4.80276e-108 t=112144
yi yi 	一一	c=4 d=2.07093e-94 t=112144
yi yi 	意義	c=3 d=2.91708e-95 t=112144
yi yong 	易用	c=1 d=1.02223e-229 t=112144
yi you 	已有	c=15 d=3.67305e-12 t=112144
yi yuan 	醫院	c=5 d=3.76565e-32 t=112144
yi zhang 	一張	c=3 d=2.15676e-14 t=112144
yi zhang 	以杖	c=1 d=5.33197e-220 t=112144
yi zhang tu 	一張圖	c=1 d=2.51573e-177 t=112144
yi zheng 	一整	c=1 d=7.90661e-208 t=112144
yi zheng tian 	一整天	c=1 d=4.53742e-204 t=112144
yi zhi 	一直	c=88 d=0.00173742 t=112144
yi zhi 	一致	c=35 d=4.56654e-08 t=112144
yi zhi 	一隻	c=2 d=5.09099e-218 t=112144
yi zhi 	意志	c=1 d=1.04992e-220 t=112144
yi zhi yu 	以至於	c=1 d=4.46755e-51 t=112144
yi zhong 	一中	c=1 d=1.25917e-211 t=112144
yi zhong 	一種	c=19 d=2.0719e-33 t=112144
yi zhou 	一周	c=7 d=2.34842e-44 t=112144
yi zhuan 	一轉	c=1 d=4.77118e-148 t=112144
yi zi 	椅子	c=1 d=3.03995e-51 t=112144
yi zi shang 	椅子上	c=1 d=1.72815e-171 t=112144
yin 	印	c=2 d=5.39704e-10 t=112144
yin 	引	c=2 d=3.12497e-52 t=112144
yin 	音	c=2 d=1.62319e-81 t=112144
yin cang 	隱藏	c=21 d=0.634448 t=112144
yin chang 	吟唱	c=1 d=1.02029e-236 t=112144
yin ci 	因此	c=1 d=3.96914e-218 t=112144
yin dao 	引導	c=18 d=0.315429 t=112144
yin dao 	陰道	c=1 d=1.15633e-238 t=112144
yin dao tiao 	引導條	c=4 d=2.17052e-20 t=112144
yin fa 	引發	c=1 d=2.26288e-78 t=112144
yin hang 	銀行	c=3 d=3.43055e-32 t=112144
yin hang ka 	銀行卡	c=1 d=8.27898e-220 t=112144
yin liu 	引流	c=1 d=3.60241e-107 t=112144
yin mou 	陰謀	c=1 d=7.05603e-75 t=112144
yin qi 	引起	c=4 d=1.41441e-167 t=112144
yin ru 	引入	c=16 d=6.30343e-101 t=112144
yin si 	隱私	c=1 d=9.40332e-130 t=112144
yin wei 	因爲	c=36 d=0.0416168 t=112144
yin xiang 	印象	c=3 d=1.66287e-71 t=112144
yin xiang 	音箱	c=1 d=2.54161e-121 t=112144
yin xiang zhong 	印象中	c=1 d=0.00167826 t=112144
yin ying 	陰影	c=4 d=4.91596e-88 t=112144
yin yong 	引用	c=23 d=2.51707e-07 t=112144
yin yue 	音樂	c=36 d=1.64209e-61 t=112144
yin yue tiao 	音樂條	c=1 d=1.28116e-150 t=112144
ying 	影	c=1 d=1.76001e-180 t=112144
ying 	應	c=9 d=1.84987e-21 t=112144
ying 	映	c=1 d=6.045e-226 t=112144
ying 	硬	c=4 d=1.55981e-83 t=112144
ying 	鷹	c=5 d=1.12512e-34 t=112144
ying a 	應啊	c=1 d=8.47928e-119 t=112144
ying ai 	螢愛	c=1 d=9.24697e-168 t=112144
ying an guo 	應安国	c=1 d=1.86691e-21 t=112144
ying er 	嬰兒	c=1 d=1.43139e-131 t=112144
ying er che 	嬰兒車	c=2 d=4.15066e-131 t=112144
ying gai 	應該	c=368 d=0.186372 t=112144
ying gai gai 	應該改	c=1 d=9.7642e-220 t=112144
ying gai jiu shi 	應該就是	c=1 d=3.53495e-208 t=112144
ying gai mei you 	應該沒有	c=1 d=0.0385809 t=112144
ying gai shi 	應該是	c=25 d=5.40917e-07 t=112144
ying gai ye shi 	應該也是	c=1 d=2.57983e-32 t=112144
ying guo 	应果	c=1 d=2.87836e-173 t=112144
ying hu 	蠅虎	c=1 d=1.83724e-09 t=112144
ying jie 	迎接	c=1 d=2.33005e-128 t=112144
ying pan 	硬盤	c=1 d=6.85921e-242 t=112144
ying she 	映射	c=4 d=5.92871e-174 t=112144
ying shi 	影視	c=1 d=5.59196e-45 t=112144
ying shi ju feng 	影視颶風	c=1 d=6.99295e-87 t=112144
ying wen 	英文	c=0 d=2.37349e-111 t=112144
ying wen e mo nv 	英文惡魔女	c=1 d=2.38538e-110 t=112144
ying xiang 	影響	c=69 d=0.17331 t=112144
ying xiang ba 	影響吧	c=1 d=2.63492e-104 t=112144
ying xiang dao 	影響到	c=2 d=1.3806e-59 t=112144
ying xiang li 	影響力	c=1 d=4.87171e-158 t=112144
ying yan 	鷹眼	c=4 d=6.06059e-80 t=112144
ying yong 	應用	c=4 d=1.10221e-86 t=112144
ying yong dao 	應用到	c=1 d=9.67517e-83 t=112144
ying yu 	英語	c=3 d=1.04383e-34 t=112144
yo 	喲	c=1 d=4.88729e-78 t=112144
yo ge 	喲哥	c=1 d=4.76773e-22 t=112144
yong 	永	c=4 d=1.3587e-18 t=112144
yong 	用	c=189 d=1.10237 t=112144
yong bu dao 	用不到	c=1 d=2.26059e-213 t=112144
yong bu liao 	用不了	c=2 d=8.68358e-105 t=112144
yong chu 	用處	c=1 d=1.22528e-96 t=112144
yong cuo 	用錯	c=2 d=1.04237e-47 t=112144
yong dao 	永道	c=1 d=3.59591e-27 t=112144
yong de 	永德	c=1 d=2.78875e-242 t=112144
yong de 	用的	c=40 d=5.04261e-05 t=112144
yong de shi 	用的是	c=4 d=7.13472e-85 t=112144
yong fa 	永發	c=1 d=4.57787e-132 t=112144
yong fa 	用法	c=2 d=1.5851 t=112144
yong ge 	永歌	c=1 d=2.45377e-119 t=112144
yong guo 	用過	c=4 d=4.15759e-58 t=112144
yong hou 	用後	c=1 d=3.20473e-25 t=112144
yong hu 	用戶	c=201 d=2.40181e-07 t=112144
yong hu le 	用戶了	c=1 d=3.48407e-67 t=112144
yong hu shu 	用戶數	c=1 d=3.45635e-120 t=112144
yong hu zhi hou 	用戶之後	c=1 d=3.86835e-92 t=112144
yong hui 	用匯	c=2 d=2.59629e-48 t=112144
yong ji 	擁擠	c=1 d=2.24625e-197 t=112144
yong jiu 	永久	c=1 d=9.35095e-35 t=112144
yong lai 	用來	c=21 d=0.00302293 t=112144
yong le 	用了	c=6 d=4.47044e-88 t=112144
yong li 	用例	c=49 d=0.247953 t=112144
yong ni 	用你	c=2 d=2.97104e-46 t=112144
yong shu ju 	用數據	c=1 d=7.46967e-10 t=112144
yong xia 	用下	c=3 d=4.80439e-112 t=112144
yong yi ge 	用一個	c=1 d=7.89131e-244 t=112144
yong yu 	用於	c=29 d=5.19884e-11 t=112144
yong yuan 	永遠	c=3 d=3.3895e-08 t=112144
yong zhe 	用着	c=1 d=4.59548e-89 t=112144
yong zhe ge 	用這個	c=7 d=3.81762e-25 t=112144
you 	又	c=40 d=0.244144 t=112144
you 	友	c=1 d=1.52193e-176 t=112144
you 	右	c=15 d=7.04763e-61 t=112144
you 	尤	c=3 d=3.3402e-122 t=112144
you 	有	c=785 d=0.514794 t=112144
you 	油	c=3 d=3.47899e-138 t=112144
you 	由	c=25 d=0.017298 t=112144
you ban fa 	有辦法	c=1 d=8.82869e-241 t=112144
you bao guang 	有曝光	c=3 d=2.36414e-94 t=112144
you bi 	右臂	c=1 d=1.51819e-59 t=112144
you bi yao 	有必要	c=6 d=2.96499e-22 t=112144
you bian 	右邊	c=3 d=2.61447e-130 t=112144
you bian 	有边	c=7 d=2.49318e-37 t=112144
you bian geng 	有變更	c=1 d=1.1806e-12 t=112144
you bu 	右部	c=1 d=4.21684e-48 t=112144
you bu hui 	又不會	c=0 d=7.67947e-219 t=112144
you bu hui bian 	又不會變	c=1 d=7.71796e-218 t=112144
you bu shi 	又不是	c=2 d=1.13729e-131 t=112144
you ce 	右側	c=1 d=2.50462e-125 t=112144
you cha yi 	有差異	c=3 d=2.71542e-17 t=112144
you chan pin 	有產品	c=1 d=8.2083e-178 t=112144
you che 	有車	c=2 d=3.67462e-37 t=112144
you cheng zhang 	有成長	c=1 d=3.68282e-102 t=112144
you chong tu 	有衝突	c=1 d=1.34278e-232 t=112144
you chu 	游出	c=1 d=3.38297e-191 t=112144
you cuo wu 	有錯誤	c=1 d=1.96839e-26 t=112144
you de 	有的	c=15 d=1.56698e-10 t=112144
you de hua 	有的話	c=1 d=2.07137e-214 t=112144
you de shi 	有的是	c=3 d=4.76409e-56 t=112144
you de yong 	有的用	c=1 d=1.35778e-10 t=112144
you deng lu 	有登陸	c=2 d=4.35738e-22 t=112144
you dia 	有嗲	c=1 d=7.04837e-121 t=112144
you dian 	優點	c=2 d=8.46866e-70 t=112144
you dian 	有點	c=86 d=0.0229319 t=112144
you dian duo 	有點多	c=6 d=1.57612e-29 t=112144
you dian hei 	有點黑	c=1 d=6.40332e-227 t=112144
you dian luan 	有點亂	c=1 d=5.38372e-216 t=112144
you dian mang 	有點忙	c=1 d=2.11393e-218 t=112144
you dian qi guai 	有點奇怪	c=2 d=3.87206e-162 t=112144
you dian wen ti 	有點問題	c=1 d=1.8439e-169 t=112144
you dian xiang 	有點像	c=3 d=7.41575e-13 t=112144
you dian yuan 	有點遠	c=1 d=2.74872e-219 t=112144
you dian zan 	有點讚	c=1 d=4.2985e-09 t=112144
you dong hua 	有動畫	c=2 d=1.55689e-199 t=112144
you duo ci 	有多次	c=1 d=2.20619e-103 t=112144
you duo hang 	有多行	c=1 d=9.10213e-100 t=112144
you duo hao 	有多好	c=1 d=1.66186e-152 t=112144
you fang fa 	有方法	c=1 d=3.99989e-103 t=112144
you ge 	有個	c=100 d=0.000251405 t=112144
you gong 	有功	c=0 d=1.83053e-202 t=112144
you gong zhong 	有功中	c=1 d=1.8397e-201 t=112144
you guan 	有關	c=42 d=0.156453 t=112144
you guan 	油管	c=4 d=3.62453e-32 t=112144
you guan de 	有關的	c=1 d=7.40872e-90 t=112144
you guan lian 	有關聯	c=1 d=3.04162e-175 t=112144
you guan xi 	有關係	c=1 d=2.67164e-61 t=112144
you guan yu 	有關於	c=1 d=2.69576e-196 t=112144
you guo 	有過	c=4 d=9.39972e-08 t=112144
you hao 	友好	c=0 d=6.38088e-128 t=112144
you hen da 	有很大	c=1 d=4.53386e-136 t=112144
you hen duo 	有很多	c=0 d=1.34616e-145 t=112144
